created_at,screen_name,text,label
5/10/2021 14:19,saya_cebongers, @jokowi Kalau palestina dan Israel sudah berdamai artinya kiamat sudah dekat,2
5/10/2021 14:32,wishlistwt, Save ðµð¸  Semoga orang-orang di Palestina dalam keadaan sehat semua dan semoga konflik yang selama ini terjadi bisa berakhir secepat mungkin. Amiinnnn #SaveSheikhJarrah #SavePalestine,1
5/10/2021 15:43,RioDFM, Mungkin kita udh bisa lebih dewasa kali ya untuk mencoba melihat konflik kali ini dari sisi yang lebih objektif. Tidak melulu tentang kesedihan palestina. Kenapa?,1
5/10/2021 15:51,RioDFM, Ini gue bikin thread pembahasannya hanya tentang kasus yang lagi rame 2 minggu blakangan ini ya. Mengajak kita sama2 berpikir objektif aja. Bukan tentang konflik Palestina - zionis israel yang sudah mau satu abad ini,2
5/10/2021 16:46,bananaschemer, Konflik Israel-Palestina mengingatkanku akan kebaikan hati Saladin ketika berhasil merebut kota Jerusalem. Saladin enggan untuk menyiksa ataupun mengusir umat non-muslim dari Jerusalem.,0
5/10/2021 17:14,smnfrndz, Soal konflik israel-palestina sebenernya israel juga capek nyerang2 mulu. Cuma mereka sadar aja kalau mereka berhenti nyerang bakal kiamat wkwkwk,2
5/10/2021 17:24,mncrgknskl, kaum cerdas dan kritis nkri kalau soal konflik israel-palestina,1
5/10/2021 17:41,Chatarsis__, Mari melihat israel dan Palestina sebagai konflik 2 negara  BUKAN  Konflik 2 agama,1
5/10/2021 17:59,Niveri1, @ARI52630069 @jokowi Saya bukan pro yahudi asal anda tau. Tapi saya pro nyata nya aja sih. Fakta yang ada yang sebenarnya terjadi. Rakyat biasa palestina dan israel mereka hidup normal berdampingan sebenar,2
5/10/2021 18:11,ketertibanumum, akhirnya israel bakal buat serangan udara di gaza.  mengapa negara arab gak ada yang mau nyuplai senjata ke palestina? bisa dipakai ngehajar negara arab lain.  cuma iran yang mau suplai.  ,2
5/10/2021 18:45,MHendratmoko, @jokowi Cukup fair jika Pemerintah perlu juga dorong rakyat Palestina hindari tindakan2 provokatif yang mancing konflik dengan aparat Israel. Konflik hanya rugikan semua pihak. Dorong semua pihak ciptakan perda,1
5/10/2021 20:52,altwrego, dari kemarin belajar soal sejarah palestina-israel dari diusirnya kaum yahudi dari yudae sama kaum romawi sampai runtuhnya kerajaan ottoman yang menyebabkan hilangnya perlindungan atas palestina,0
5/10/2021 21:06,neiztche, banyak pertanyaan PBB kemana dalam kasus palestina israel.. . Padahal PBB sudah ngambil tindakan sejak awal konflik,1
5/10/2021 21:17,haidardzaky, Yang bikin Palestina dan Israel perang itu karena ada kemiripan sejarah,0
5/10/2021 21:22,Sa_Ramadhan1, Facebook sangat tidak ramah dengan berita2 konflik Palestina - Israel. Tiga akun saya tumbang gara-gara memberitakan situasi terkini perlakuan zionis terhadap rakyat palestina.  #AlAqsaUnderAttack,1
5/10/2021 21:48,cozycrushh, Konflik Israel Palestina tuh bukan melulu soal agama tapi konflik kepentingan. yang mereka perebutan tuh wilayah,1
5/10/2021 21:59,adorkapple," Yang bilang ""tapi nanti kiamat wkwk"" ke orang berharap konflik israel palestina selesai sangai egois. Gila aja mengomentari hal separah itu pake ""wkwk""",1
5/10/2021 22:12,sebongieniyeyo," banyak yang masih mikir kejadian di palestina itu sebatas ""konflik agama"" Hey gak gitu loh ini udah ngelawan HAM",1
5/10/2021 22:16,luqmanfahd, Konflik Palestina-Israel memang bukan konflik sisi agama,0
5/10/2021 22:23,cahyo_tris, Gapaham kenapa negara2 lain bahkan PBB terkesan tutup mata dengan konflik Israel-Palestina. Itu udh bertahun tahun. Gilaa,2
5/10/2021 22:26,SirianaGde, Perlawanan Palestina ini semacam Intifada jilid 3. Dan Israel layak disebut sebagai negara Teroris.  #IsraelNegaraTeroris    https://t.co/kwxyxgijUb,1
5/10/2021 22:35,RifqyMAz295, Ya Allah kapan ya konflik Palestina Israel bisa segera berakhir,0
5/10/2021 22:46,isakvaltersen03, @AREAJULID Emang siapa yang bilang konflik Israel-Palestina itu konflik agama? Dari dulu juga kayanya ini konflik wilayah deh. tidak ada hubungannya dengan konflik Yahudi-Islam.,0
5/10/2021 23:06,bbangsyat, @tubirfess Sedih padahal Palestina itu negara pertama yang bantu mengakui kedaulatan Indonesia. Kita terbantu banget dulu. Tapi sekarang mereka begini,2
5/10/2021 23:15,Jenmoodzwoodz, Harus tau dulu sejarahnya bagaimana antara Palestina dan Israel. Memang tidak di benar kan untuk berperang. Semoga cepat terselesaikan masalahnya. Turut berduka bagi yang ditinggalkan. ð§¡ð,1
5/11/2021 11:50,Alfiansyahfahri, Kita semua setuju serangan Israel ke Palestina itu adalah kejahatan,0
5/11/2021 13:51,matchasmoothies, Serangan israel ke palestina tidak diketahui oleh idol kpop (?) biasa itu idol2 kesayangan pada kasih dukungan kalau ada tragedi2,2
5/11/2021 15:31,_augusteen, Setuju Sikap Indonesia menentang dan Mengutuk serangan Israel Ke Palestina  Penjajahan di atas dunia harus dihapuskan ðª  #ArusBaik,1
5/11/2021 16:52,Yosia_yk, Gak pernah ngomongin konflik israel-palestina karena gak jelas dan simpang siur,2
5/11/2021 17:55,TiananmenSQ1989, Jadi israel mau meningkatkan serangan udaranya setelah mendapatkan rudal dari gaza yang jelas jelas di ledakkan di udara sama iron dome. kalau pihak israelnya enggak pengaruh apa apa,1
5/11/2021 21:17,Sherly0ctaviani, @veraagustian_ @Megatop99 @arnoldy1230 @me_r03n1 Konflik Palestina dan Israel tidak akan pernah damai sampai akhir zaman.  https://t.co/7khNhFyp1K,1
5/11/2021 21:24,joylienordesire, isu konflik israel-palestina ujung-ujungnya selalu dibanding-bandingkan dengan isu papua dan minoritas tertindas di mari yang di mana kaya tai kucing aja sih kalian gini-ginian masih aja pada adu narasi,2
5/11/2021 21:24,samuelfrnnds, Satu hal yang gak pernah gua suka dari konflik Israel - Palestina (Gaza) adalah:  Israel dan Palestina (Gaza) sama sama peralatan tempur,2
5/11/2021 22:21,txtfromsalman, Indonesia emang kalau ada apa-apa cuma menang heboh doang. Setidaknya di bidang sepakbola dan konflik Israel-Palestina.,2
5/11/2021 22:41,bowodk, Semoga kedamaian segera terwujud di Palestina. Terlepas apapun penyebab konflik tersebut tidak seharusnya menyebabkan terancamnya kenyamanan kehidupan bahkan hilangnya nyawa.  My thoughts and prayers for human,0
5/11/2021 22:41,really_groot, Di tingkat masyarakat pun begitu. Mayoritas masyarakat punya kepedulian besar pada pembebasan Palestina &amp; penyelesaian konflik di sana. Itu bagus atas nama kemanusiaan. Namun skali lagi,1
5/11/2021 22:53,pidilll, terlepas dari nyinyiran soal yang terjadi di palestina bukan konflik agama lah,0
5/11/2021 23:05,syopipedia, Terlalu banyak hal yang gak gue tahu terkait Konflik Israel-Palestina.  Jadi daripada gue Speak up terkait hal yang gak gua tahu,1
5/11/2021 23:12,Westcoded, Palestina ini konflik rumit. Papua juga rumit. Indonesia malah makin rumit.,2
5/11/2021 23:19,Tafonao2, @Andiarief__ Kemana aja SBY selama 10 tahun menguasa rupanya? Kenapa tidak pada saat pak SBY menguasai diselesaikan konflik antara Israel dan Palestina? Ngomong pakai kaca dong. mungkinkah ini efek samping,2
5/11/2021 23:36,nugrohosa_, Amerika Serikat dianggap oleh banyak pengamat sebagai penghambat resolusi konflik Palestina-Israel. Sejak tahun 2002,1
5/11/2021 23:36,yo2thok, Alangkah baiknya Pemerintah Indonesia menyerukan kepada Israel dan Palestina untuk menghentikan konflik bersenjata yang terjadi saat ini.,1
5/11/2021 23:40,isabellamaria33, konflik Palestina sudah diluar nalar saya. Kenapa harus menyerang disaat beribadah? Dimana kemanusiaan itu,0
5/11/2021 23:55,isabellamaria33, 3 negara pemegang veto sudah mendesak adanya tindakan khusus pada konflik disana. Dan Amerika sudah jelas mulai goyah. Dan perasaan presiden sudah mengeluarkan statement nya,1
5/11/2021 23:59,jimmyalexsirait, Konflik Palestina sama Israel itu murni politik. Jadi guys tolong jangan diliat dari sisi agama tertentu. Di Israel dan Palestina itu ada Kristen,1
5/11/2021 23:59,FormulatorNew, Konflik Palestina: Kekerasan militer hanya bisa dihentikan dengan intervensi militer,2
5/12/2021 1:16,Hasbil_Lbs, Sebaiknya pemimpin setiap #Negara mendorong genjatan sejata secepatnya.   Penduduk #Muslim #Palestina juga berhak merayakan kemenangan Ramadhan dengan perasaan gembira ð  #FreePalestine,1
5/12/2021 6:00,scciaIist, @boIabasket harapan saya semoga konflik palestina dan israel ini ketemu titik terang. ada dialog yang bisa dilakukan sehingga segala bentuk kekerasan bisa dihindarkan. amin.,1
5/12/2021 6:39,Avianshitt, Yang sedang terjadi antara Palestina dan Israel adalah tentang perebutan wilayah. bukan perang antar agama. Ini orang orang malah bawa2 agama,0
5/12/2021 7:39,heidirarmani, @ctnrnz  Genjatan sejata adalah persetujuan antara kedua2 belah pihak untuk menghentikan peperangan dan tidak menggunakan senjata,1
5/12/2021 7:47,Bpribas1, @RD_4WR1212 @hnurwahid Persoalan Palestina dan Israel sampai kiamat gak bakalan ada yang bisa menyelesaikan kecuali salah satu pihak bergabung atau berintegrasi kemudian menjadi satu negara besar tinggal,1
5/12/2021 7:53,ecko_zidanez, @NUgarislucu Itulah...  yang namanya Yahudi itu tidak mesti Israel.  Karena Yahudi itu adalah ras. Bukan negara (seperti halnya Arab,1
5/12/2021 8:43,secgron, Gue tau kalian pada sedang memberikan dukungan terkait situasi yang memanas antara Palestina dan Israel. Tapi bukan berarti ikut menyebarkan hoax tanpa melakukan validasi sama sekali.  Perang di sana bukan,1
5/12/2021 9:59,RanggaWidigda, @anggapph2 Sama. gue belom bisa nentuin siapa yang bener dan salah dari baca informasi yang beredar makanya kalem aja mantengin update berita palestina dan israel,1
5/12/2021 10:24,hoca_911, @hadifianwidjaja @Ndrews110611 @didisuryokusumo Loh ketika us menjajah dan membantai indian di bilang aneksasi sementara umat islam merebut palestina dari orang romawi disebut menjajah,0
5/12/2021 10:31,NdoroTedjo, Harapanku sederhana saja... Seandainya saja perselisihan antara Palestina dan israel ini bisa diselesaikan dengan hompimpa...betapa menyenangkan dunia ini yang tanpa perang. :((,2
5/12/2021 10:35,crys_an, @Stakof Orang di negara ini lebih melihat konflik tersebut dengan sentimen agama,1
5/12/2021 10:59,tambossnafu, Habis itu keluar lagi tudingan kalau Israel membantai warga sipil palestina yang tidak berdosa. Liat pola serangan Israel. Rudal mereka jelas ke arah 1 titik yang diduga tempat peluncuran roket hamas. ,1
5/12/2021 11:20,robbie49100423, @chalimi_achmad @msaid_didu konflik Palestina dan Israel  dari lu masih berbentuk seperms. 10 tahun lagi data lu dari mana? jangan asal bicara malu sama jenggot.,2
5/12/2021 12:03,boughil," Katanya Palestina - Israel bukan konflik agama tapi kenapa ACT for humanity selalu bernarasi seperti konflik agama?? "" Seorang Muslimah diseret dan diborgol blablabla""..",0
5/12/2021 12:47,dikotelobakar, @mauldhiya Kalau memang israel memberi tau agar sipil palestina menjauh dari hamas kenapa masih banyak sipil palestina yang mati karena kena bom? Katamu ini bukan konflik agama? Lantas konflik apa ?,1
5/12/2021 12:50,Lottasalterism, Sejarah konflik israel - palestina sebenernya panjang,0
5/12/2021 12:52,suwarditotok76, @gadisresidu_b3 Yang jelas salah satu tanda kiamat adalah damainya wilayah palestina dan israel...dari sini mungkin kita bisa berpikir Tuhan masih memberi kita banyak waktu untuk jadi khalifah ,1
5/12/2021 13:11,GelongDaud, @SeruniPuspaAlam Konflik Palestina dan Israel yang di sorot Jurnalis tak perlu saya komen karena beritanya gak imbang alias tidak netral. Bodo Amat ð¤£,1
5/12/2021 13:11,GelongDaud, @SeruniPuspaAlam Konflik Palestina dan Israel yang di sorot Jurnalis tak perlu saya komen karena beritanya gak imbang alias tidak netral. Bodo Amat ð¤£,2
5/12/2021 13:18,Indahshaaa, @armandioalif Warisan islam yang ditanamkan dan mesti dipercaya dari konflik Palestina-Israel adalah kalau mereka damai artinya kiamat tinggal ngitung hari.  Selamat idul fitri!,1
5/12/2021 13:33,alwafymamuli, padahal beliau termasuk pemimpin yang benar benar mendukung penuh perjuangan Palestina bahkan sering berkomunikasi dengan pimpinan HAMAS..  walaupun juga tak bisa dipungkiri kerjasama antara turki dan israel masih ada sampai saat ini..,0
5/12/2021 13:36,KORBANOKNUMTNI, Mana teroris2 yang katanya mau berjihad ? Ayo karena dengan adanya konflik perang antara Palestina dan Israel kalian bs mewujudkan Perjuangan Jihat kalian... karena kalau kalian memang betul2 mau berjihad saat ini,1
5/12/2021 13:36,KORBANOKNUMTNI," Mana teroris2 yang katanya mau berjihad ? Ayo karena dengan adanya konflik perang antara Palestina dan Israel kalian bisa mewujudkan Perjuangan Jihad kalian... karena kslau kalian memang betul2 mau berjihad saat ini waktu dan tempat yang pas, kalau kalian mati insyaAllah kalian mati Syahid",2
5/12/2021 13:38,katebeletje, Memang  konflik palestina-israel secara khusus dan hubungan kekuasaan timur tengah secara umum pelik dan kusut. Mereka bisa saling tampak sepihak di satu hal,2
5/12/2021 13:39,ardyfadli, Melihat konflik Israel dan Palestina sebenarnya tidak sehitam-putih itu. Apalagi melihatnya dari media-media Indonesia.   https://t.co/0cnyfyCC6K,2
5/12/2021 13:49,Dialupanama," Aku mau adopsi satu anak palestina kalau misalnya memang terjadi perang terbuka antara Hammas dan Israel. Kasian anak-anak kecilnya mana masih muda harus belajar pegang senjata, perang sebelum waktunya. Biarkan sini aku adopsi daripada masa kecilnya penuh dengan kekejaman  https://t.co/5QPtyangvyw9",0
5/12/2021 14:04,Ismuhar, @Ihwangun Kalau kasus palestina dan israel ini ya harus memihak tidak ada zona abu2 karena zona abu2 lebih bahaya dari lawan.. Silahkan pilih yang mana tergantung hati nurani masing2..,1
5/12/2021 14:04,irf_mLa, Prihatin dengan korban sipil dari pihak palestina maupun israel ð Tapi heran gue kok masih ada aja orang indonesia yang 100% menyalahkan hamas? Padahal konflik ini udah cukup jelas antara yang kuat &amp; sewena,1
5/12/2021 14:10,sihenrys, @hatetobel0ved @4Y4NKZ Tidak semua karena Israel. ada Konflik antara dua pihak fraksi utama Palestina yaitu Fatah dan Hamas. Mayoritas peperangan adalah terjadi di Jalur Gaza.   Hamas yang lebih dahulu,1
5/12/2021 14:10,eternalmoonthh," @springofnight @bertanyarlMjb. Mau merebut tanah Palestina. Di Al-Qur'an sih emang sudah di jelaskan, ini bakal terjadi dan Israel emang terasa gak punya tempat di muka bumi. Cmiiw dengar dari ceramah",1
5/12/2021 14:17,bhawiyuga, Agak susah untuk bilang tidak ada unsur agama di konflik Palestina karena Israel berdiri atas dasar klaim bahwa Jerusalem dan sekitarnya adalah tanah yang dijanjikan Tuhan untuk bangsa Yahudi.,2
5/12/2021 14:29,Theresias_," @lunlovegood15 benar Mana banyak banget orang sok tau yang bilang ""harusnya indonesia kirim pasukan ke palestina dong",2
5/12/2021 14:41,resistenika," @herricahyadi Propaganda halus dengan penggunaan kata-kata ""konflik"" digunakan media Zionis sebagai retorika propagandis untuk mengkaburkan represi Israel kepada warga Palestina sebagai ""self-defense"" dan mendeko",1
5/12/2021 14:54,pakTuajengkins," terus meski kalau Palestina didonatur terus buat perbaikan, kalau Israel nyerang terus kan sama aja Bangun hancur, bangun lagi hancur lagi kan sama aja Israel didekati dulu sampai gak nyerang lagi baru didonaturkan dana nya ke Palestina dan Israel tetap ditemenin diarahkan...",1
5/12/2021 14:54,KenArok__7, @JQ_Vay707 Semoga Palestina dan Israel segera berdamaiðð,1
5/12/2021 14:59,MERDESA," Jarang yang tau kalau Arab Saudi dan Israel itu buatan kolonial Inggeris Karesten, makanya Arab Saudi gak bela Palestina, tentunya..ððð #SoeDADANG Pegiat #KhilafahPancasila",1
5/12/2021 15:00,bayuarie, Live update kondisi perang di Palestina dan Israel. Ngeri :( Doa saya untuk kalian para pejuang jihad Palestin. Semoga Allah memberikan kalian menang. Syahid lah kalian di jalan Allah.,1
5/12/2021 15:01,PsEdWlN, Palestina itu negara merdeka dan sudah diakui oleh PBB. Israel-Palestina itu konflik wilayah dari 2 negara. Negara Palestina serang negara Israel dengan roket &amp; rudal,0
5/12/2021 15:11,scorpiliciouss, @randypangapura Aku pernah dengar ceramah kalau konflik Palestina dan Israel itu sudah di takdirkan Allah dalam Al-Qur'an beserta alasannya (dalam beberapa hadis) yang artinya ya emang sudah garis Tuhan aja. tidak ada pertanyaan lain. Tapi kalau mau tau ada unsur lain atau apa yaa bukunya banyak. ð¤,1
5/12/2021 15:40,bangZhack86," Serangan Israel ke Yerusalem adlh bentuk ""serangan ke seluruh muslim."" ""Melindungi kehormatan Yerusalem adalah kewajiban bagi setiap muslim.""  https://t.co/PzliJhmTza  Kami akan terus bersama sauda",0
5/12/2021 15:46,ilbasugih," dengan cara di luar proporsi dan jauh lebih besar daripada ketidakadilan yang jauh lebih dahsyat Ini yang kita saksikan akhir"" ini konflik yang terus meningkat antara Israel dan Palestina  Kekuatan besar ",1
5/12/2021 15:51,Adilitoni, Melihat polemik yang terjadi antara Palestina dan Israel yang belum menemukan titik ujungnya,0
5/12/2021 16:07,PsEdWlN," Hamas sengaja jadikan warga sipil Palestina sebagai tameng hidup supaya kalau warganya jadi korban maka Israel yang disalahkan. Tapi beda dengan Israel, tentaranya ada di garis depan melindungi warga sipil Israel.   https://t.co/mALEC1cyEi",1
