text,label
masih banyak orang yang pikir bahwa konflik yang jadi di palestina adalah konflik agama it is not,1
akan sangat mudah bagi negara kolonial untuk rebut palestina apabila konflik sebut atas nama agama jadi kita yang awam ini tidak acuh dan hanya anggap angin lalu saja sudah dari awal konflik,1
tiap lihat palestina ini sejak dulu selalu rasa sedih bukan karena apa yang jadi,0
konflik yang jadi di palestina memang rumit tidak bisa di nilai pihak begitu saja,1
situasi konflik israel palestina akan jadi cermin bagi kondisi geopolitik di timur tengah dan juga di level internasional,0
yang buat saya takjub adalah konflik ini jadi sudah berapa dekade,1
aksi keras baru israel di masjid al aqsa bisa guna bagai momentum untuk tegak hukum hukum internasional kait konflik palestina israel,1
kabar konflik apa itu apalagi di palestina memang ibarat geledek di siang bolong yang bikin kesel dan sakit hati tapi dengan propaganda tuju dukung sesuatu tanpa ajak orang untuk bisa paham,2
eror tidak hanya laku oleh individu dan kelompok dari agama dan etnis tentu yang jadi di palestina adalah teror buah rezim,1
palestina butuh hadir pikir dari syarikat muhammadiyah yang harap dapat cari solusi bagaimana cara agar palestina dapat nikmat merdeka,1
mari kita tunduk kepala dan doa saudara saudara muslim kita di palestina atau daerah konflik timur tengah agar senantiasa beri sabar,1
lucu dari jaman ke jaman doa tidak kabul lalu apa yang salah konflik palestina vs israel bukan soal agama yaa tapi politik kuasa dan itu sudah ada,2
konflik israel palestina itu tidak akan henti sampai hari kiamat nanti,0
iya tuju saya simpati juga dengan palestina,1
ada yang bilang konflik di palestina bukan soal agama mungkin benar dia kata,1
jujur sampai sekarang saya tidak erti akar masalah yang trjadi antara palestina dan israel,1
palestina dan israel itu konflik bukan dalam konteks konflik agama tapi politik kaget saja komentar pada dukung israel cara tidak langsung kalian pada dukung kolonialisme atau jajah,1
dan palestina dan israel itu konflik bukan dalam konteks konflik agama tapi politik kaget saja komentar pada dukung israel cara tidak langsung kamu pada dukung kolonialisme atau jajah,1
mereka kedok lembaga sosial,2
entah apakah cuma aku yang rasa kalau konflik palestina dan israel ini tidak begitu tanggap sama dunia dan publik figur dunia,0
buat orang kristen yang dukung israel karena janji lama seperti sangat bodoh mereka lupa kalau palestina juga isi minoritas kristen konflik ini murni politik dan bukan perang agama,2
bangsa palestina ami tanah kosong itu ketika bangsa israel usir saat kalah jajah dan akhir sebar seluruh dunia bagaimana pun juga,0
israel ingin rebut palestina cuma atas dasar percaya mereka dan ini konflik abadi sampai kiamat tulis di kitab,1
iya israel ingin rebut palestina cuma atas dasar percaya mereka dan ini konflik abadi sampai kiamat tulis di kitab,1
konflik israel palestina itu konflik rebut daerah atau politik bukan masalah agama,0
konflik yang tidak akan pernah ujung nii sampai kiamat,0
sedang apa ngurusin palestina sudah lihat konflik penting,2
sebel banget lihat masih banyak yang framing konflik israel palestina bagai konflik zionis yahudi vs muslim palestina,2
beri merdeka kepada hongkong dan lepas taiwan dari masalah internasional serta selesai konflik israel palestina,0
konflik israel palestina harus di lihat akar masalah,1
dari dulu sampai sekarang belum pernah denger ada pasu damai pbb di palestina percuma ada badan dunia tapi tidak bisa selesai konflik palestina israel,2
dalam pikir yang kolot dan batas ini iya peran redaksi media itu uji saat langgar ham yang ada di palestina media yang mau ku kritisi adalah tvone why tendensi pimred cenderung,2
saya profesional dan kontra soal kasus palestina dan israel,0
tidak akan pernah israel dapat hancur kan masjid al aqsa sampai kiamat pun dan israel tidak akan musnah sampai hari akhir jika bisa di hancur kan sudah sejak lama,1
tuju memang agenda utama indonesia apabila jadi member tidak tetap un security council adalah untuk bela hak palestina jadi negara utuh,1
kalau palestina dan israel sudah damai arti kiamat sudah dekat,2
save moga orang orang di palestina dalam ada sehat semua dan moga konflik yang lama ini jadi bisa akhir cepat mungkin aamiin,1
mungkin kita sudah bisa lebih dewasa kali iya untuk coba lihat konflik kali ini dari sisi yang lebih objektif tidak melulu tentang sedih palestina kenapa,1
ini saya bikin thread bahas hanya tentang kasus yang lagi ramai minggu belakang ini iya ajak kita sama pikir objektif saja bukan tentang konflik palestina zionis israel yang sudah mau satu abad ini,2
konflik israel palestina ingat saya akan baik hati saladin ketika hasil rebut kota jerusalem saladin enggan untuk siksa atau usir umat non muslim dari jerusalem,0
soal konflik israel palestina sebenernya israel juga lelah nyerang melulu cuma mereka sadar saja kalau mereka henti serang bakal kiamat ketawa,2
kaum cerdas dan kritis nkri kalau soal konflik israel palestina,1
mari lihat israel dan palestina bagai konflik negara bukan konflik agama,1
saya bukan profesional yahudi asal anda tahu tapi saya profesional nyata nya saja sih fakta yang ada yang benar jadi rakyat biasa palestina dan israel mereka hidup normal damping benar,2
akhir israel bakal buat serang udara di gaza mengapa negara arab tidak ada yang mau suplai senjata ke palestina bisa pakai lawan negara arab lain cuma iran yang mau suplai,2
cukup fair jika perintah perlu juga dorong rakyat palestina hindar tindak provokatif yang mancing konflik dengan aparat israel konflik hanya rugi semua pihak dorong semua pihak cipta atur daerah,1
dari kemarin ajar soal sejarah palestina israel dari usir kaum yahudi dari yudea sama kaum romawi sampai runtuh raja ottoman yang sebab hilang lindung atas palestina,0
banyak tanya pbb mana dalam kasus palestina israel padahal pbb sudah ambil tindak sejak awal konflik,1
yang bikin palestina dan israel perang itu karena ada mirip sejarah,0
facebook sangat tidak ramah dengan berita konflik palestina israel tiga akun saya tumbang gara gara berita situasi kini laku zionis hadap rakyat palestina,1
konflik israel palestina itu bukan melulu soal agama tapi konflik penting yang mereka rebut itu wilayah,1
yang bilang tapi nanti kiamat tertawa ke orang harap konflik israel palestina selesai sangat egois gila saja komentar hal parah itu pakai tertawa,1
banyak yang masih mikir jadi di palestina itu batas konflik agama hai tidak begitu loh ini sudah lawan ham,1
konflik palestina israel memang bukan konflik sisi agama,0
tidak paham kenapa negara lain bahkan pbb kes tutup mata dengan konflik israel palestina itu sudah tahun tahun gila,2
lawan palestina ini macam intifada jilid dan israel layak sebut bagai negara teroris,1
iya allah kapan iya konflik palestina israel bisa segera akhir,0
memang siapa yang bilang konflik israel palestina itu konflik agama dari dulu juga kayak ini konflik wilayah deh tidak ada hubung dengan konflik yahudi islam,0
sedih padahal palestina itu negara pertama yang bantu aku daulat indonesia kita bantu banget dulu tapi sekarang mereka begini,2
harus tahu dulu sejarah bagaimana antara palestina dan israel memang tidak di benar kan untuk perang moga cepat selesai masalah turut duka bagi yang tinggal,1
kita semua tuju serang israel ke palestina itu adalah jahat,0
serang israel ke palestina tidak tahu oleh idol kpop biasa itu idol sayang pada kasih dukung kalau ada tragedi,2
tuju sikap indonesia tentang dan kutuk serang israel ke palestina jajah di atas dunia harus hapus,1
tidak pernah bicara konflik israel palestina karena tidak jelas dan simpang siur,2
jadi israel mau tingkat serang udara telah dapat peluru kendali dari gaza yang jelas jelas di ledak di udara sama iron dome kalau pihak israel nya tidak pengaruh apa apa,1
konflik palestina dan israel tidak akan pernah damai sampai akhir zaman,1
isu konflik israel palestina ujung ujung selalu banding banding dengan isu papua dan minoritas tindas di mari yang di mana kaya kotor kucing saja sih kalian begini begitu masih saja pada adu narasi,2
satu hal yang tidak pernah saya suka dari konflik israel palestina gaza adalah israel dan palestina gaza sama sama alat tempur,2
indonesia memang kalau ada apa apa cuma menang heboh saja tidak di bidang sepakbola dan konflik israel palestina,2
moga damai segera wujud di palestina lepas apa sebab konflik sebut tidak harus sebab ancam nyaman hidup bahkan hilang nyawa my thoughts and prayers for human,0
di tingkat masyarakat pun begitu mayoritas masyarakat punya peduli besar pada bebas palestina amp selesai konflik di sana itu bagus atas nama manusia namun sekali lagi,1
lepas dari hujat soal yang jadi di palestina bukan konflik agama lah,0
terlalu banyak hal yang tidak saya tahu kait konflik israel palestina jadi daripada saya speak up kait hal yang tidak saya tahu,1
palestina ini konflik rumit papua juga rumit indonesia bahkan makin rumit,2
mana saja sby lama tahun kuasa rupa kenapa tidak pada saat pak sby kuasa selesai konflik antara israel dan palestina bicara pakai kaca dong mungkin ini efek samping,2
amerika serikat anggap oleh banyak amat bagai hambat resolusi konflik palestina israel sejak tahun,1
alangkah baik perintah indonesia seru kepada israel dan palestina untuk henti konflik senjata yang jadi saat ini,1
konflik palestina sudah luar nalar saya kenapa harus serang saat ibadah mana manusia itu,0
negara pegang veto sudah desak ada tindak khusus pada konflik sana dan amerika sudah jelas mulai goyah dan asa presiden sudah keluar statement nya,1
konflik palestina sama israel itu murni politik jadi teman teman tolong jangan liat dari sisi agama tentu di israel dan palestina itu ada kristen,1
konflik palestina keras militer hanya bisa henti dengan intervensi militer,2
baik pimpin tiap dorong genjatan sejata cepat duduk juga hak raya menang ramadhan dengan asa gembira,1
harap saya moga konflik palestina dan israel ini ketemu titik terang ada dialog yang bisa laku sehingga segala bentuk keras bisa hindar amin,1
yang sedang jadi antara palestina dan israel adalah tentang rebut wilayah bukan perang antar agama ini orang orang bahkan bawa agama,0
genjatan sejata adalah tuju antara dua belah pihak untuk henti peperangan dan tidak guna senjata,1
soal palestina dan israel sampai kiamat tidak akan ada yang bisa selesai kecuali salah satu pihak gabung atau integrasi kemudian jadi satu negara besar tinggal,1
itu yang nama yahudi itu tidak mesti israel karena yahudi itu adalah ras bukan negara seperti hal arab,1
saya tahu kalian pada sedang beri dukung kait situasi yang panas antara palestina dan israel tapi bukan arti ikut sebar isu bohong tanpa laku validasi sama sekali perang di sana bukan,1
sama saya belum bisa tentu siapa yang benar dan salah dari baca informasi yang edar makanya kalem saja tunggu terus update berita palestina dan israel,1
loh ketika us jajah dan bantai indian di bilang aneksasi sementara umat islam rebut palestina dari orang romawi sebut jajah,0
harap sederhana saja anda saja selisih antara palestina dan israel ini bisa selesai dengan hompimpa betapa senang dunia ini yang tanpa perang,2
orang di negara ini lebih lihat konflik sebut dengan sentimen agama,1
habis itu keluar lagi tuding kalau israel bantai warga sipil palestina yang tidak dosa lihat pola serang israel peluru kendali mereka jelas ke arah titik yang duga tempat luncur roket hamas,1
konflik palestina dan israel dari kamu masih bentuk sperma tahun lagi data kamu dari mana jangan asal bicara malu sama jenggot,2
kata palestina israel bukan konflik agama tapi kenapa act for humanity selalu narasi seperti konflik agama orang muslimah seret dan borgol bicara,0
kalau memang israel beri tahu agar sipil palestina jauh dari hamas kenapa masih banyak sipil palestina yang mati karena kena bom kata ini bukan konflik agama lantas konflik apa,1
sejarah konflik israel palestina sebenernya panjang,0
yang jelas salah satu tanda kiamat adalah damai wilayah palestina dan israel dari sini mungkin kita bisa pikir tuhan masih beri kita banyak waktu untuk jadi khalifah,1
konflik palestina dan israel yang di sorot jurnalis tidak perlu saya komen karena berita tidak imbang alias tidak netral bodo amat,1
waris islam yang tanam dan mesti percaya dari konflik palestina israel adalah kalau mereka damai arti kiamat tinggal ngitung hari selamat idul fitri,1
padahal beliau masuk pimpin yang benar benar dukung penuh juang palestina bahkan sering komunikasi dengan pimpin hamas walaupun juga tidak bisa dipungkiri kerjasama antara turki dan israel masih ada sampai saat ini,0
mana teroris yang kata mau jihad ayo karena dengan ada konflik perang antara palestina dan israel kalian bisa wujud juang jihad kalian karena kalau kalian memang betul mau jihad saat ini,1
mana teroris yang kata mau jihad ayo karena dengan ada konflik perang antara palestina dan israel kalian bisa wujud juang jihad kalian karena kalau kalian memang betul mau jihad saat ini waktu dan tempat yang pas kalau kalian mati insya allah kalian mati syahid,2
memang konflik palestina israel cara khusus dan hubung kuasa timur tengah cara umum pelik dan kusut mereka bisa saling tampak pihak di satu hal,2
lihat konflik israel dan palestina benar tidak hitam putih itu apalagi lihat dari media media indonesia,2
aku mau adopsi satu anak palestina kalau misal memang jadi perang buka antara hamas dan israel kasi anak anak kecil mana masih muda harus ajar pegang senjata perang belum waktu biar sini aku adopsi daripada masa kecil penuh dengan kejam,0
kalau kasus palestina dan israel ini iya harus pihak tidak ada zona abu karena zona abu lebih bahaya dari lawan silah pilih yang mana gantung hati nurani masing,1
prihatin dengan korban sipil dari pihak palestina maupun israel tapi heran saya kok masih ada saja orang indonesia yang salah hamas padahal konflik ini sudah cukup jelas antara yang kuat amp sewena,1
tidak semua karena israel ada konflik antara dua pihak fraksi utama palestina yaitu fatah dan hamas mayoritas peperangan adalah jadi di jalur gaza hamas yang lebih dahulu,1
mau rebut tanah palestina di al quran sih memang sudah di jelas ini bakal jadi dan israel memang asa tidak punya tempat di muka bumi correct me if im wrong dengar dari ceramah,1
agak susah untuk bilang tidak ada unsur agama di konflik palestina karena israel diri atas dasar klaim bahwa jerusalem dan sekitar adalah tanah yang janji tuhan untuk bangsa yahudi,2
benar mana banyak banget orang sok tahu yang bilang harus indonesia kirim pasu ke palestina dong,2
propaganda halus dengan guna kata kata konflik guna media zionis bagai retorika propagandis untuk lepas represi israel kepada warga palestina bagai self defense dan mendeko,1
terus meski kalau palestina donasi terus buat baik kalau israel serang terus kan sama saja bangun hancur bangun lagi hancur lagi kan sama saja israel dekat dulu sampai tidak serang lagi baru donasi dana nya ke palestina dan israel tetap tani arah,1
moga palestina dan israel segera damai,1
jarang yang tahu kalau arab saudi dan israel itu buat kolonial inggeris kristen makanya arab saudi tidak bela palestina tentu giat,1
live update kondisi perang di palestina dan israel seram doa saya untuk kalian para juang jihad palestin moga allah beri kalian menang syahid lah kalian di jalan allah,1
palestina itu negara merdeka dan sudah aku oleh pbb israel palestina itu konflik wilayah dari negara negara palestina serang negara israel dengan roket amp peluru kendali,0
aku pernah dengar ceramah kalau konflik palestina dan israel itu sudah di takdir allah dalam al quran serta alas dalam beberapa hadis yang arti iya memang sudah garis tuhan saja tidak ada tanya lain tapi kalau mau tahu ada unsur lain atau apa yaa buku banyak,1
serang israel ke yerusalem adalah bentuk serang ke seluruh muslim lindung hormat yerusalem adalah wajib bagi tiap muslim kami akan terus sama sauda,0
dengan cara di luar proporsi dan jauh lebih besar daripada ketidakadilan yang jauh lebih dahsyat ini yang kita saksi akhir ini konflik yang terus tingkat antara israel dan palestina kuat besar,1
lihat polemik yang jadi antara palestina dan israel yang belum temu titik ujung,0
hamas sengaja jadi warga sipil palestina bagai tameng hidup supaya kalau warga jadi korban maka israel yang salah tapi beda dengan israel tentara ada di garis depan lindung warga sipil israel,1
ramai soal palestina dan israel daripada orang palestina dan sakit oleh israel lebih baik kita diam saja,1
daripada palestina dan israel tempur terus,0
nampak tidak betapa bodoh tentera zionis hamas fokus untuk lumpuh israel dengan serang aset aset penting tapi israel dorang balas balik dengan serang bangun awam,2
bicara konflik israel palestine sama aba bisa tahu banyak fakta dan sejarah bicara konflik israel palestine sama mama israel laknat,2
market besar mereka bukan arab lagi tapi turki indonesia dan pakistan untuk minta donasi arab kecuali iran sudah kerja sama dengan israel syarat yang utama dari israel adalah tidak beri dukung ke hamas erdogan minta kerjasama dengan israel tapi belum accord,1
diksi yang tepat bukan dar konflik antar agama tidak bisa dipungkiri konflik israel dan palestina banyak sekali pengaruh unsur agama utama islam dan yahudi sama sama klaim tanah kan,1
konflik israel dan palestina lebih ke masalah tanah wilayah daripada agama mereka sama sama ingin tanah yang sekarang jadi wilayah israel dan palestina untuk jadi tempat tinggal dan men,1
palestina israel di pusing terus,2
peristiwa palestina dan israel bilang mari kita bantu doa ketika pimpin kita jatuh dikit kamu caci maki sama nyinyir ah anjing gurun kamu,2
sistem tahan udara jarak pendek israel saat ini sudah kalah karena rugi biaya operasi iron dome sangat mahal jika banding dengan yang keluar biaya oleh hamas kita lihat selesai invasi finansial israel akan turun,0
malu rasa komentar soal masalah di luar macam palestina dan israel sedang dalam negeri saja masih ragu ini negara atau apa,1
saya heran sama pbb kata untuk misi damai dunia,1
saya heran sama pbb kata untuk misi damai dunia tapi sampai sekarang tidak bebas itu palestina selalu di tindas israel bubar saja tu pbb kalau tidak bisa damai palestina dan israel,2
palestina israel bukan konflik agama,0
nah jujur tidak suka sama muslim yang bilang saya mah netral soal konflik palestina israel masalah iman itu antara bela yang hak dan yang bathil tidak ada di sisi tengah,1
kesal buat kamu kamu yang ada di pimpin pbb lebih baik kalian pada bubar saja tidak ada guna nya lah ian tidak bisa kasih solusi untuk palestina dan israel makin panas hati saya lihat laku tentara israel,2
israel tempur lawan palestina banyak negara dukung dan mensupport palestina baik material maupun spiritual doa doa biar cepat akhir masalah palestina dan israel tapi di negara kita masih perang anak muda antar kampung amp geng antar kampung medan jakarta sulawesi,1
memang tidak ada guna itu pbb di diri sudah tahun pbb di diri tapi apa konflik di palestina dan israel saja tidak ada habis nya,1
saya tidak suka sama laku israel dan pbb tidak ada tindak tegas percuma itu pbb di diri umur sudah tahun tapi konflik di palestina dan israel belum juga kelar,1
sekali lagi ketika palestina dan israel konflik atau lebih tepat ketika israel serang dan bunuh para duduk palestina dunia barat hanya diam saja percaya ini bukan kali pertama,1
saya tidak suka sama laku israel dan pbb tidak ada tindak tegas percuma saja pbb di diri umur sudah tahun tapi konflik di palestina dan israel belum juga kelar,1
ini dia orang amerika si bela israel pantas saja pbb diam selesai konflik palestina israel ini biang kerok biang kerok yang tebar zalim kuasa muka bumi ini,1
jauh belum hamas ada pun israel sudah lama jajah hamas adaiah masalah akibat konflik akar masalah karena hamas yang giring saya rasa perlu kaji lagi klaim tanah palestina perlu timbang maksud saya begini loh jangan terlalu hitam putih lihat masalah,1
banyak tempat serang hamas untuk lumpuh israel seperti labuh tangki minyak jambat dan bagai beda dengan zionis yang memang serang diam orang awam sasar mereka beda kita kesal orang awam yang mati tapi itu kena bukan memang mau kena atau sengaja kena,1
sudah lihat kok abang siapa yang bodoh dia bicara zionis tanpa tahu arti apa padahal juga rakyat israel itu tidak semua benci muslim bahkan tolak keras konflik dengan palestine mereka hanya benci orang orang seperti hamas yang terlalu radikal,2
konflik israel palestina kembali bara mula dari yerusalem,0
tolong jangan adu domba kami yang agama muslim dengan agama lain hanya karena lihat konflik palestina dan israel,1
dan israel juga rakus soal teritorial dan tidak salah juga palestina tahan tapi harus pbb dengan kuat penuh dari kumpul bangsa bangsa,1
yang paham konflik antara israel dan palestina adalah soal agama,0
panjang hayat selalu siar konflik israel palestina,0
yang paham konflik antara israel dan palestina adalah soal agama itu tidak tepat simpul itu sih ketawa,0
thats all just belum sayang mari doa saudara kita di palestina dapat raya eid dengan hikmat dan moga konflik ini reda eid mubarak for all muslim all over the world,0
kita mungkin sudah dengar konflik palestina amp israel lebih dari dekade yang saat ini sedang panas indonesia sendiri sudah nyata sikap dar dulu lalu nyata presiden soekarno bahwa,1
saat akhir pilih palestina banding uganda uganda hampir pilih pada tahun an itu karena alas agama jadi konflik palestina dengan si kunyuk sudah pasti landas agama kalau ada yang anggap konflik sebut bukan konflik agama orang sebut sudah pasti historis,0
benar ini bukan perang negara tapi perang antar oknum yang sudah racun masyarakat israel dan palestina sampai jadi konflik panjang,0
benar ini bukan perang negara tapi perang antar oknum yang sudah racun masyarakat israel dan palestina sampai jadi konflik panjang radikalisme dan terorisme itu kait erat jadi jangan saling salah siapa yang apa,1
konflik israel dan palestina kalau klaim bukan landas agama,0
konflik israel dan palestina kalau klaim bukan landas agama hapus semua literasi perang salib hapus semua dokumen yang cantum nama king philip ii danking richard juga saladin rasa lebih paham dari zionis yang praktik janji lama betul aneh juga,1
orang muslim buat statemen bahwa konflik israel palestina itu bukan konflik agama sama saja bilang bahwa tumbuh ekonomi indonesia saat ini roket,1
lagi tunggu yang tweet begini konflik palestina dan israel itu hanya alih isu,0
ini gara gara inggris muak sama konflik yahudi zionis sama muslim palestina akhir serah sama united nations dan negara yang datang tuju untuk bagi palestina dengan wilayah palestin israel yerusalem,1
bayang berita ini tenggelam karena konflik palestina ketawa parah itu negara ini,2
yah jongos yahudi baik diam daripada di bully jangan tulis hal yang sensitif buat publik figur mau konflik agama atau manusia inti yahudi itu rebut tanah palestina kasar rampok maling,2
konflik israel palestina dan usa iran bisa sebab perang lebih besar lagi mohon pbb segera damai mr abuti,1
yang jelas kita tidak harus pilih milih isu manusia atau langgar ham mana yang lebih penting atau patut jadi perhati segala bentuk langgar ham adalah langgar apa yang jadi di palestina sama sekali bukan konflik agama lain bersih etnik,1
nge beer yu sambil bicara konflik palestina israel,2
turki selalu seperti itu ketika ada konflik israel palestina nyata nya tidak pernah berani konfrontasi langsung dengan israel,1
yang sempit jadi konflik sektarian tapi saya juga tidak dukung tindas hadap kelompok apa jadi saya tetap hormat sikap anda dukung palestina tapi bukan arti harus sampai hal yang historis dalam dukung sesuatu terima kasih,2
tiap kali israel cabul janji gencat senjata dengan hamas dan bila bridged al qassam fight back baru lah nanti israel minta gencat senjata balik kali ini kita jenguk berapa lama dia tahan macam itu perangai zionis laknat,2
tiap warga negara memang wajar bila milik rasa nasionalisme dan cinta kepada negara nya masuk gal gadot lepas dari masalah israel vs palestina orang orang harus lihat dari tiap sudut pandang jangan terlalu cepat tarik konklusi,1
konflik baru ini sebab gara serang idf ke palestina ke rumah ibadah ke tempat suci ke orang yang lagi raya ramadhan dengan suka cita tanpa sebab ketika serang balik bahkan playing victim,1
palestina dan israel tidak kan pernah damai sampai kapan pun itu cuma mimpi tahu bangsa anda itu bangsa yang di laknat allah swt jadi tidak perlu sok jadi korban ok,1
pandang zakir naik tentang palestina dan israel yahudi bahwa orng yahudi lah yang paling keras musuh hadap kaum muslimin gal gadot may allah,0
kok tidak nulis tentang palestina itu konflik kuasa bukan agama justru itu manusia ko diem kan tidak tahu sisi mana yang benar lepas mana yang benar anak tewas kena bom tidak kamu kecam eh kata kena roket sendiri halah bicara karena korban islam kan eh anu,1
di palestina bukan hanya ada islam ada yahudi ada ortodoks begitu juga di israel bukankah sudah tulis dalam al quran bahwa tidak akan selesai palestina dan israel selain daripada,0
sedikit informasi bahwa di palestina ada dua fraksi atau kubu yaitu hamas dan fatah hamas ini yang suka perang dan sumpah tidak akan ada diplomasi dengan israel sedang fatah ini tidak mau perang mau diplomasi,1
palestina butuh dukung dunia bukan cuma dukung dunia islam yang lagi beranta masjid rusak tidak arti itu pasti konflik agama sulit memang paham,2
palestina butuh dukung dunia masjid rusak tidak arti itu pasti konflik agama sulit memang paham,2
sejak kapan juga konflik palestina israel itu masalah etnis halu yahudi tinggal di palestina tentu itu sudah jadi sejak belum israel yang jadi masalah hubung kolonial dan ampas tanah dari masyarakat adat,1
note israel tidak ingin ingin lihat konflik ini akhir sampai mereka telah ambil alih semua wilayah palestina dan belum lagi mereka akan terus terus main kartu korban untuk benar tindak itu,0
ini bukan soal botak substansi dari eskalasi duduk israel atas tanah palestina awal dari dogma tanah yang janji jadi pikir konflik israel palestina bukan konflik agama itu beranta banget,1
media sama tokoh agama tidak harus bikin orang mikir konflik palestina sama israel itu konflik agama banyak tulis cuma singgung muslim,1
seperti ada yang tidak rela kalau senjata di gaza asal dari hizbullah dan iran saya heran mereka ini lihat konflik palestina dari sisi apa,2
jadi semua konflik yang jadi antara israel palestina awal asal dari jajah inggris di timur tengah again jajah dan kolonialisme milik dampak negatif yang sangat besar bagi beberapa negara yang jajah,1
ini akan tingkat konflik di wilayah duduk dan antara para mukim dan orang orang palestina yang tinggal di daerah daerah ini apa yang paling takut oleh para pimpin israel,1
saya ini bukan asal bunyi saja karena yang saya ikut dari lingkar aktif palestina sendiri mereka selalu tidak jadi ini bagai konflik agama olah kamu perang karena beda agama musuh antara muslim vs jews tapi hubung kolonialisme dan imperialisme,1
bahkan bikin makin jadi rumit perang yang tidak imbang begini,0
kalau yang maksud adalah wilayah yang nama palestina memang sudah ada tapi belum punya otoritas sendiri masih di bawah utsmaniyah sayang pasca utsmaniyah runtuh wilayah palestina di bawah otoritas inggris telah itu baru mulai konflik antara yahudi dan arab di wilayah sebut,1
memang kenapa sih harus tema dengan konflik agama memang kalau tidak demikian jihad dukung palestina merdeka jadi invalid begitu di sini banyak,1
memang kenapa sih harus tema dengan konflik agama memang kalau tidak demikian jihad dukung palestina merdeka jadi invalid begitu di sini banyak persepsi orang di indonesia saya lihat baik yang muslim maupun yang non muslim sendiri untuk menlegimitasi dukung pada palestina,1
pbb larang jajah semenjak habis perang dunia dua dan israel laku itu kepada palestina gal gadot juga pilih kata tetangga daripada orang orang palestina turut saya ini,0
orang banyak pilih alas dalam lihat konflik palestina kenapa ganggu sekali jika ada yang lihat dari perspektif sejarah agama tanya yang kamu lontar sebut sudah simpang mana dan aneh,2
konflik antara israel sama palestina itu tidak ada hubung sama agama tuhan,0
di mana konflik antara israel sama palestina itu tidak ada hubung sama agama tuhan lain manusia,0
ada orang pks yang bilang tragedi di palestina bukan konflik agama,0
jangan bicara konflik timur tengah kalau kamu sendiri masih egois doa hanya muslim palestina,2
tragedi palestina bukan konflik agama terus saya minta jelas dari awal eskalasi konflik ke orang yang bicara kayak begitu bahkan dia tidak erti apa apa,0
konflik palestina tragedi manusia ampas tanah air warga islam amp kristen oleh jajah israel yang dulunya rupa wna,0
hamas aku beberapa komandan top gugur akibat serang udara israel,1
berita sebut hanya framing yang guna israel bagai alas kuat untuk laku serang udara ke gaza,1
