text,label
The Israeli-Palestinian conflict remembers Saladin's kindness when the result of the capture of the city of Jerusalem Saladin is reluctant to torture or expel non-Muslims from Jerusalem,neutral
"Regarding the israel-Palestinian conflict, actually Israel is tired of attacking every now and then, but they just realize that if they stop attacking, it will be the end of the world wkwkwk",neg
the intelligent and critical of homeland when it comes to the israel-palestine conflict,pos
"Let's see Israel and Palestine as a state conflict, not a religious conflict",neutral
"I'm not a pro Jew as long as you know, but I'm a real pro, it's a true fact that ordinary Palestinians and Israelis live a normal life together right",pos
"At the end of the day, Israel will carry out air strikes in Gaza. Why can't an Arab country that wants to supply weapons to Palestine use it to beat another Arab country, only Iran that wants to supply it?",pos
"Fair enough, if the order is necessary, it also encourages the Palestinian people to avoid provocative acts that provoke conflict with the Israeli authorities.",pos
"From yesterday, he taught about the history of Palestine and Israel, from expelling the Jews from Judae and the Romans until the Ottoman king collapsed because he lost the protection of Palestine.",neutral
Many ask which UN is in the Palestine-Israel case even though the UN has taken action since the beginning of the conflict,pos
what made Palestine and Israel go to war because it was similar to history,neutral
"Facebook is very unfriendly with the news of the Palestinian-Israeli conflict. Three of my accounts have been down because of the news of the current situation. Zionists are acting against the Palestinian people, Alaqsaunderattack.",pos
"The Israeli-Palestinian conflict is not only about religion, but the important conflict that they have taken over is territory",pos
"the one who says but it's going to be the end of the world wkwkwk to people, hope that the Israel-Palestine conflict is over, it's selfish, it's crazy, just comment on that serious thing, use it wkwk",neg
"Many still think that Palestine is the boundary of religious conflict, hey, isn't it like that, this is against human rights",pos
The Palestinian-Israeli conflict is not a religious side conflict,neutral
"I don't understand why other countries, even the United Nations, have turned a blind eye to the Israel-Palestine conflict, it's been a crazy year.",neg
"Palestine's opponent is like an intifada, and Israel deserves to be called a terrorist state, Israel, a terrorist state.",neutral
"O Allah, when will the Palestine and Israel conflict end soon",neutral
"Who said the Israel-Palestine conflict was a religious conflict from the past, it's also rich, this is a regional conflict, it's not related to the Judeo-Islamic conflict.",pos
sad even though Palestine was the first country to help me the sovereign of Indonesia we really helped first but now they are like this,pos
"you have to know first how the history between Palestine and Israel is indeed not right for war, hopefully the problem will end quickly, condolences for those who live",pos
we all aim to attack israel to palestine it is evil,neg
"attack israel to palestine, don't know by ordinary kpop idols, idols love to support you when it's a tragedy",pos
"Go to Indonesia's attitude about and condemn Israel's attack on Palestine, the colonization of the world must remove the good flow",pos
I never talk about the israel-Palestinian conflict because it is not clear and confusing,neg
So Israel wants the air attack rate to have got missiles from Gaza which are clearly exploded in the air at the Iron Dome if the Israeli side doesn't have any influence,pos
Palestine and Israel conflict will never be peaceful until the end of time,pos
"The issue of the Israeli-Palestinian conflict in the end always appeals to the issue of Papua and the oppressive minority here, which is like cat shit, are you guys still fighting over narratives?",neg
One thing that I have never liked about the Israel-Palestine-Gaza conflict is that Israel and Gaza-Palestine have the same combat equipment.,neg
Indonesia really doesn't just win big in the field of football and the israel-Palestinian conflict,pos
"I hope that peace will come to Palestine soon, regardless of what the cause of the conflict is, it doesn't have to be because it threatens your comfortable life and even your life is lost my thoughts and prayers for human",pos
"Even at the community level, the majority of the people have great care for Palestine free. ending the conflict there is good in the name of humans, but again",pos
"free from sarcasm about what happened in Palestine, it's not a religious conflict",pos
"There are too many things that I don't know about the Israel-Palestine conflict, so instead of me speaking up about things I don't know",pos
"Palestine is a complicated conflict, Papua is also complicated, Indonesia is even more complicated",neg
"Where have you been for years, why not when Mr. Sby has the power to finish the conflict between Israel and Palestine, talk about using glass, maybe this is a side effect",neutral
The United States has been viewed by many as an obstacle to the resolution of the Palestinian-Israeli conflict since years,pos
it would be good if Indonesia ordered an appeal to Israel and Palestine to stop the current armed conflict,pos
"The Palestinian conflict is beyond my understanding, why should I attack during worship, which human is that?",neutral
The state holding the veto has urged special action on the conflict there and America is clearly starting to waver and the president's hopes have come out of his statement,pos
"The conflict between Palestine and Israel is purely political, so guys, please don't look at it from a religious perspective. Of course, Israel and Palestine are Christians.",neutral
The military's violent Palestinian conflict can only end with military intervention,neg
"It's good to lead each country, push for a ceasefire, quickly sit down, Palestinian Muslims, also have the right to win Ramadan with the happy hope of free Palestine",pos
"I hope that this conflict between Palestine and Israel will find a bright spot for dialogue that can be sold so that all forms of violence can be avoided, amen",pos
"what is happening between Palestine and Israel is about taking over territory, not a war between religions, people are bringing religion",neutral
Armistice is a goal between two sides to stop the war and not use weapons,neutral
The issue of Palestine and Israel until the end of the world will not be resolved unless one of the parties joins or integrates and becomes one big country.,neutral
that the name jew doesn't have to be israel because jews are a race not a country like the arab thing,neutral
"I know you guys are supporting the heated situation between Palestine and Israel, but that doesn't mean you're participating in spreading hoaxes without validating the war there, isn't it?",neg
"Bomb with me can determine who is right and wrong from reading the information circulating, so stay calm and wait for Palestinian and Israeli news updates",pos
lol when the us colonized and massacred the indians it was called annexation while the Muslims took Palestine from the romans called jajah,pos
"hope it's simple for you, the difference between Palestine and Israel can be resolved with hompimpa how happy this world is without war",pos
"people in this country see conflict more, call it religious sentiment",pos
"After that, another accusation came out that Israel massacred Palestinian civilians who did not see the pattern of Israel's missile attack clearly targeting the suspected Hamas rocket launch site.",pos
"Palestine and Israel conflict from you is still in the form of another year, where are your data from, don't just talk shyly with your beard",neutral
Palestine says Israel is not a religious conflict but why does Act for Humanity always narrate like religious conflicts among Muslim women and handcuffs blablabla,neutral
"If indeed Israel has told Palestinian civilians to stay away from Hamas, why are there still many Palestinian civilians who died because of the bombing, this word is not a religious conflict, then what is the conflict?",pos
The history of the Israeli-Palestinian conflict is actually long,neg
"what is clear is that one of the signs of the apocalypse is the peace between Palestine and Israel. From here, maybe we can think that God has given us plenty of time to become caliphs.",pos
"Palestine and Israel conflict which was highlighted by journalists, I don't need to comment because the news is not balanced or not neutral, very stupid.",neg
"Palestine and Israel conflict which was highlighted by journalists, I don't need to comment because the news is not balanced or not neutral, very stupid.",neg
"The inheritance of Islam that has been planted and must believe from the Palestinian-Israeli conflict is that if they are at peace, the meaning of the apocalypse is just counting the days of Happy Eid Al-Fitr.",pos
"even though he entered the leadership who truly fully supports the struggle for Palestine, he often communicates with the leader of Hamas, although it is undeniable that the cooperation between Turkey and Israel is still ongoing today.",neutral
"which terrorists say they want jihad, come on because with a war conflict between Palestine and Israel, you can form your jihadi struggle because if you really want jihad now",pos
"which terrorists say you want jihad, come on because with a war conflict between Palestine and Israel, you can form your jihad struggle because if you really want jihad, now is the right time and place, if you die, God willing, you will be martyred.",pos
"Indeed, the Palestinian-Israeli conflict in a special way and the Middle East power relationship, the general way is complicated and tangled, they can seem to be mutually exclusive in one thing.",neg
"look at the israel and palestine conflict, it's really not that black and white, let alone see it from the Indonesian media",neg
"I want to adopt a Palestinian child, if for example there is an open war between Hammas and Israel, give a child which is still young, have to teach them to hold weapons of war, it's not time for me to adopt here, instead of having a cruel childhood",neg
"In the case of Palestine and Israel, the parties must not be in the gray zone because the gray zone is more dangerous than the opponent, so choose which one depends on your conscience.",neg
I'm concerned about civilian casualties from the Palestinians and Israelis but I'm surprised how come Indonesians are still wrong about Hamas even though this conflict is clear enough between the strong and the arbitrarily,pos
"not all because of israel, the conflict between the two main factions of Palestine, namely Fatah and Hamas, the majority of the war is in the Gaza Strip, Hamas goes first.",pos
"want to seize Palestinian land in the Qur'an, it's clear that this will happen and Israel really doesn't think it has a place on earth, I've heard from lectures",pos
It's a bit difficult to say that there is no religious element in the Palestinian conflict because Israel itself is based on the claim that Jerusalem and its surroundings are the land that God promised to the Jewish nation.,neg
"It's true that there are so many pretentious people who say that Indonesia must send troops to Palestine, please",pos
subtle propaganda with the use of the word conflict using the zionist media as propagandist rhetoric to escape Israeli repression against Palestinians as self-defense and decoding,neg
"And even if Palestine is the donor, keep doing good, if Israel attacks, it's the same, it just wakes up destroyed, wakes up again, it's destroyed again, it's the same, Israel is close before it doesn't attack again, then the donor funds go to Palestine and Israel, still accompanied by directions",pos
I hope Palestine and Israel will find peace soon,neutral
"Very few people know that Saudi Arabia and Israel were created by the British colonial rule, Karesten, that's why Saudi Arabia didn't defend Palestine, of course Soedadang was active in the Pancasila caliphate.",neg
"live updates on the war conditions in Palestine and Israel are horrified. My prayers for you Palestinian jihad fighters, may Allah give you victory, you are martyred in Allah's way",pos
Palestine is an independent country and I have been signed by the United Nations Israel-Palestine is a territorial conflict from the Palestinian countries to attack Israel with missile rockets,neutral
"I've heard lectures that the conflict between Palestine and Israel was predestined by Allah in the Qur'an and in some hadiths, which means that it's God's line, don't ask anything else, but if you want to know about other elements or what, there are lots of books.",neg
Israel's attack on Jerusalem is a form of attack on all Muslims. Protecting and respecting Jerusalem is mandatory for every Muslim. We will continue to be the same brother.,neutral
in a way out of proportion and far greater than this far more catastrophic injustice that we witness at the end of this ongoing conflict between israel and palestine great force,pos
Look at the polemic that is going on between Palestine and Israel which has not yet reached an end point,neutral
"Hamas deliberately becomes Palestinian civilians as a living shield so that if citizens become victims, Israel is at fault, but unlike Israel, the army on the front lines protects Israeli civilians.",neutral
"more about Palestine and Israel than Palestinians and being sick by Israel, let's just keep quiet",neg
than Palestine and Israel continue to fight,neutral
"it doesn't seem how stupid the zionist Hamas army focuses on paralyzing Israel by attacking important assets, but Israel is trying to retaliate by attacking the general public",neg
"talking about the israel-palestine conflict, aba can know a lot of facts and history talking about the israel-palestine conflict with israel mother cursed",neutral
"Their big market is not Arab anymore but Turkey, Indonesia and Pakistan to ask for Arab donations unless Iran has cooperated with Israel The main requirement from Israel is not to give support to Hamas.",pos
"the correct diction is not from inter-religious conflicts, it is undeniable that the conflict between Israel and Palestine has a lot of influence from the main religious elements of Islam and Judaism as well as land claims, right?",pos
The conflict between Israel and Palestine is more about territorial land issues than religion. They both want the land that is now Israel and Palestine's territory to be a place to live and live.,pos
Palestine Israel is constantly being confused,neg
the events of palestine and israel say let's help pray when our leader falls a little you insult and scorn ah anjoooy your desert,neg
"Israel's short-range air defense system is currently losing because the cost of operating the iron dome is very expensive. If we compare it to the cost by Hamas, we will see that after the financial invasion of Israel, it will go down.",neg
"I'm embarrassed to comment about problems outside, like Palestine and Israel, while at home, I'm still not sure if this is a country or what",neg
I'm surprised at the UN's words for a world peace mission,pos
"I'm surprised at the United Nations, the word for a world peace mission, but until now Palestine is not free, Palestine is always oppressed by Israel, just disband the United Nations if you can't make peace between Palestine and Israel",neg
Palestine-Israel is not a religious conflict,neutral
"Well, honestly, I don't like Muslims who say that I am neutral about the Palestinian-Israeli conflict. The issue of faith is between defending the right and the false, not in the middle.",pos
"Wow, for those of you who are under the leadership of the United Nations, it's better if you just disband, it's useless, you can't give solutions for Palestine and Israel. It's getting hotter to me when I see the behavior of the Israeli soldiers.",pos
"Israel is fighting against Palestine, many countries support and support Palestine both materially and spiritually. Prayers for a quick end to the problems of Palestine and Israel. But in our country, there are still wars among young people, gangs, between villages, Medan, Jakarta, Sulawesi.",pos
"It's really useless for the United Nations to be in the United Nations, but what about the conflict in Palestine and Israel, the love for peace doesn't end",neutral
"I don't like the behavior of Israel and the United Nations, there is no point in taking firm action. The UN is already 18 years old, but the conflict in Palestine and Israel is not over yet.",neutral
"Once again, when Palestine and Israel conflict or more precisely when Israel attacks and kills Palestinians, the West World just keeps silent, believing this is not the first time SavePalestine Palestine Underattack Palestine Livesmatter",pos
"don't like the behavior of Israel and the United Nations, not taking firm action, it's useless for the United Nations to be 20 years old, but the conflict in Palestine and Israel is not over yet",neg
"this is the american defending israel, it's only right that the UN is silent, ending the Palestinian-israel conflict",pos
"Far from Hamas, Israel has long been colonized by Hamas, there is a problem due to the root cause of conflict, because Hamas is leading, I think it is necessary to review Palestine's land claims, so I want to weigh it, don't be too black and white, see the problem",neg
"Many places attack Hamas to paralyze Israel, such as anchoring oil tanks, jambat, etc. It's different from the Zionists who attack the general public, targeting them, is different, we're upset that ordinary people die, but that's not what they want to be hit or intentionally hit.",pos
"Have you seen how stupid it is that they say zionist without knowing what it means, even though the people of Israel don't all hate Muslims and even vehemently reject the conflict with Palestine, they only hate people like Hamas who are too radical",neg
Israel-Palestine conflict starts again from Jerusalem,neutral
please don't pit us Muslims with other religions just because we see the Palestinian and israel conflict stop the save palestine war,neg
and israel is also greedy in terms of territory and it's not wrong that palestine is also resistant but the United Nations must be fully strong from the gathering of nations,pos
who understands the conflict between Israel and Palestine is a matter of religion,neutral
long life always broadcast the conflict israel palestine peaceforpalestineandisrael,neg
"those who understand the conflict between Israel and Palestine is a matter of religion, it's not the right knot, heuheu",pos
that's all i just can say let's pray for our brothers in palestine to have eid with wisdom and hopefully this conflict will subside eid mubarak h for all muslims all over the world palestine,neutral
"We may have heard of the Palestinian-Israeli conflict for more than a decade, which is currently hot, Indonesia itself, has shown a clear attitude from a long time ago, President Soekarno stated that Palestine",pos
"At the end of voting for Palestine versus Uganda, Uganda almost voted in the 1960s, because of religious reasons, there was a conflict between Palestine and the Kunyuk.",neutral
"It's true that this is not a state war, but a war between elements that have poisoned the Israeli and Palestinian people to become a long conflict",pos
"It's true that this is not a state war, but a war between individuals who have poisoned the Israeli and Palestinian communities to the point of a long conflict, radicalism and terrorism are closely linked, so don't blame each other, who's wrong?",neg
israel and palestine conflict if the claim is not a religious basis,neutral
"israel and palestine conflict, if the claim is not a religious basis, delete all literacy, cruscade, delete all documents that include the names of king philip ii and king richard i, also saladin, feel more understanding than zionists, who practice old promises, it's really weird",pos
"Muslims make a statement that the Israel-Palestine conflict is not a religious conflict, it's the same as saying that Indonesia's economic growth is currently on a rocket",pos
"I'm waiting for someone who tweets like this, the Palestinian-Israeli conflict is just a change of issue",neutral
"This is because Britain is fed up with the conflict between the Jews, the Zionists and the Muslims of Palestine, the end of the handover to the United Nations and the countries that came to share Palestine with the Palestinian territories, Israel, Jerusalem",neutral
imagine this news sinking because of the Palestinian conflict hahaha this country is so bad,neg
imagine this news sinking because of the Palestinian conflict hahaha this country is so bad,neg
"Yes, it's better if it's a Jew, keep quiet rather than being bullied. Don't tweet something that's sensitive to the public, a figure who wants religious conflict or a human being, the core of the Jew is taking over the land of Palestine, robbing the thief.",pos
"The conflict between Israel, Palestine and the United States of Iran can be caused by a bigger war, please the United Nations to make peace, Mr Abuti",neutral
"The conflict between Israel, Palestine and the United States of Iran can be caused by a bigger war, please the United Nations to make peace, Mr Abuti",neutral
"What is clear is that we don't have to choose human issues or which human rights violations are more important or deserve to be considered. All forms of human rights violations are violations of what happened in Palestine, not at all other religious conflicts, clean ethnicity.",pos
drinking beer yu while talking about the palestine israel conflict,neutral
"Turkey has always been like that when the Israeli-Palestinian conflict, in fact, never dared to have a direct confrontation with Israel.",pos
"a narrow one becomes a sectarian conflict but I also don't support oppression against any group so I still respect your attitude to support Palestine but that doesn't mean you have to go to ahistorical things to support something, thank you",neg
"Every time Israel makes a truce with Hamas and when the Bridged Al-Qassam fights back, Israel will ask for a ceasefire, this time we will see how long he endures that kind of Zionist attitude",pos
"It's natural for every citizen to have a sense of nationalism and love for their country to enter Gal Gadot, apart from the Israel vs Palestine problem, people have to look at it from every point of view, don't be too quick to draw conclusions",pos
"This new conflict is because of the IDF attack in Palestine, to houses of worship, to holy places, to people who are celebrating Ramadan happily for no reason, when they attack back, they play the victim.",pos
Palestine and Israel will never be at peace until whenever it's just a dream to know your nation is a nation that is cursed by Allah swt so you don't have to pretend to be a victim ok,pos
"Zakir Naik's point of view about Palestine and Israel, the Jews, that the Jews are the toughest enemies against the Muslims, Gal Gadot Eid Mubarak Eid Mubarak May Allah",neutral
"How come you don't write about Palestine, it's a power conflict, not religion, it's a human being, why don't you know which side is right, which one is true, the child was killed by a bomb, don't you criticize the word hit by a rocket yourself, stop talking because the victim is Islam, right?",pos
"In Palestine, it is not only Islam, Judaism, orthodox, as well as in Israel, isn't it already written in the Qur'an that Palestine and Israel will not be finished apart from",neg
"a little info that in Palestine there are two factions or camps, Hamas and Fatah Hamas, who like war and vow not to diplomacy with Israel, while Fatah doesn't want war and wants diplomacy.",pos
"Palestine needs to support the world, not just support the Islamic world, which is messing up, mosques are damaged, that doesn't mean it's definitely a religious conflict, it's hard to understand.",neg
"Palestine needs to support the world when mosques are damaged, that doesn't mean it must be a religious conflict, it's difficult to understand",neg
"Since when has the Palestinian-Israeli conflict been a problem for the Halu-Jews living in Palestine, of course, that has happened since Israel has not become a problem with colonial relations and the land dregs of indigenous peoples.",neutral
note israel don't want to see this conflict end until they have taken over all of Palestine and not to mention they will continue to play victim cards to get it right,pos
"This is not a matter of baldness, the substance of the escalation of Israel's seat on Palestinian land, the beginning of the promised land dogma, so I think the Israeli-Palestinian conflict is not a religious conflict.",neutral
The media and religious leaders don't have to make people think that the Palestinian-Israeli conflict is a religious conflict. Many tweets only offend Muslims.,pos
"like those who don't want the weapons in Gaza to come from Hezbollah and Iran, I wonder what side they see the Palestinian conflict from",neutral
So all the conflicts that occurred between the early Israel-Palestine from the British colony in the Middle East again colonization and colonialism had a very large negative impact for some of the colonized countries.,pos
it will be the level of conflict in the sitting area and between the mukims and the Palestinians living in this area what israel leaders fear the most,pos
"I'm not just making a sound because the ones I follow are from the active circle of Palestine themselves, they always don't turn out to be like a religious conflict, as if you were a war because of different religions, the enemy between Muslims and Jews, but the connection between colonialism and imperialism",pos
even more complicated this unbalanced war,neutral
"If what you mean is the area whose name is Palestine, but it doesn't have its own authority, it's still under the Ottomans. Unfortunately, after the Ottomans collapsed, Palestine was under British authority. It's just started the conflict between the Jews and the Arabs in the area called",neg
"Really, why does it have to be a religious conflict, if it's not like that, jihad supporting an independent Palestine is invalid, so there are many here",pos
"Really, why does it have to be a theme of religious conflict, if not, jihad supporting an independent Palestine is invalid. So here are a lot of people's perceptions in Indonesia, I see both Muslims and non-Muslims themselves to legitimize support for Palestine.",pos
"The United Nations has banned colonization since the end of World War Two and Israel did this to Palestine. Gal Gadot also chose the word neighbor over Palestinians, with me",neutral
"many people choose the base in seeing the Palestinian conflict, why is it so disturbing if you look at it from the perspective of religious history, the question you are asking is where the junction is and it's strange",neg
The conflict between Israel and Palestine is not related to God's religion,neutral
where the conflict between Israel and Palestine is not related to the religion of other gods and humans,neg
pks people who say the tragedy in Palestine is not a religious conflict,neutral
don't talk about the middle east conflict if you yourself are still selfish praying only for Palestinian Muslims,neg
Don't talk about the Middle East conflict if you yourself are still selfish praying only for Palestinian Muslims,neg
"the Palestinian tragedy is not a religious conflict, so I asked to explain from the beginning the escalation of the conflict to people who say things like that, but they don't even know what",neutral
"Palestinian conflict, human tragedy, the dregs of the homeland, Muslim Christians, by the Israeli occupation, who used to be white",neutral
Hamas I have several top commanders killed due to Israeli air strikes,pos
The news says that only framing uses Israel as a strong base to carry out air strikes on Gaza,neg
That's what Israel hopes as a strong base to carry out air strikes on Palestine,neg
Israel tries to cover up its ruthless behavior over Gaza by destroying a large tower in Gaza that houses media and news reporters in a smooth attack by planes,neg
The most fatal thing is that the Palestine issue is like the fruit of a conflict between countries that have a strong military,pos
"Those who say this is not a religious conflict, it doesn't matter what's important, let's go shoulder to shoulder against zionist aggression for the sake of Palestine's independence, Allahu akbar",pos
"But Hamas, Muslims, war, Islam's way, doesn't attack Israeli ordinary people. It's wry, Allah attacks women and children. Why don't you attack military men, hahahaha, if you get hit with a rock, you're afraid of being cyberbullyed.",neg
"Israel-Palestine is no longer a religious conflict, but this is colonialism with a religious cover. Remember, there are many Arab communities in Israel and Jews in Palestine.",pos
That's why the Israel-Palestine problem is more complicated than religious conflict.,neutral
"yes, once the israel-palestine conflict took too long, we forgot that this conflict is still ongoing, but my stance here is that it is permissible for the two to go to war with each other, but with the same target, civilians make two mistakes.",neg
"Israel-Palestine is no longer a religious conflict, but this is colonialism with a religious cover. Remember that many Arab communities in Israel and Jews in Palestine say that Palestine is attacking because the name of religion means we don't know the content of the current conflict.",pos
"it's enough for those who have conflicts to solve the problems of the international community, it's enough to give their views and as an alternative alternative solution, just wait for natural selection",pos
"Palestine and Israel are real, just a gimmick to welcome Eid Al-Fitr Congratulations on ascending Isa Al Masih",pos
The issue of the religious race of the Fried Tribe became one in the update due to the Israeli-Palestinian conflict even though religious and ethnic races do not know national and national boundaries.,neg
"The origins and triggers of the new Palestinian-Israeli battles, what you need to know to understand the origins of the new level of tension in the Palestinian-Israeli conflict https",pos
"Conflicts that never end, such as Palestine and Israel, are conflicts that are deliberately maintained because many trades profit from the conflict.",pos
The lecture today is filled with material on the conflict between Israel and Palestine and mainland China,pos
"It's true that not all Arab Muslims are pro to Palestine, right?",pos
I don't support Palestine and Israel because they are full of internal elements,pos
"Alhamdulillah, hopefully this year the independence of Palestine will come true soon",pos
"only Indonesia can settle peacefully, Palestine and Israel, because in the constitution of the world's countries, only Indonesia is written in the Open CC Constitution.",pos
"Not yet Christian and Islam Israel-Palestine has been in conflict since the time of the Prophets, only in Indonesia, Palestine-Israel conflict has always been linked to Islam.",neutral
"The Palestinian people are the bravest nation on earth right now to endure all kinds of weapons blockades, even though they could have surrendered so that the Aqsa Mosque is damaged by Israel and becomes a burden for the sins of the world's Muslims, but they choose to keep fighting.",pos
"Palestinian opinion needs military assistance, only with the Israeli army, the Palestinian land can return to the lap of the Muslims, ask the Muslim leaders, dare to fight one another with the Israeli army",neg
"used to help pray for an independent Palestine, with Allah's permission, the Israeli war, then the Free Palestine won against Israel.",pos
The most obvious action that must be carried out by the order in defense of Palestine is the boycott of all forms of business related to Israel.,pos
People who are pro oppressing Israel to the Palestinians have the same thing as pro Hitler who oppressed Israel in the past,neg
"I hope Israel disappears from the world map with the presence of jaya Palestine, amen",neutral
